MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
SUBARU,JUSTY,N/A,04044,04044,WINE,,1000,89000,201804.0,KISUMU,0,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, KEYLESS ENTRY / EXIT, MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, PUSH  TO START, SIDE MIRROR INDICATORS, USB PORT, POWER WINDOW, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, TRACTION CONTROL, CRUISE CONTROL",2018,SUBARU JUSTY
NISSAN,NV200,N/A,24996,24996,SILVER,,1600,206200,201805.0,KISUMU,0,"POWER STEERING, KEY START, ABS, CUP HOLDER, 12V ADAPTOR, FABRIC SEATS, VAN, 2 POWER WINDOWS, POWER DOOR LOCKS, RADIO, 5 DOOR, TRACTION CONTROL",2018,NISSAN NV200
TOYOTA,PASSO,N/A,08765,08765,GREEN,,1000,74523,201810.0,KISUMU,0,,2018,TOYOTA PASSO
TOYOTA,PRADO,N/A,02831,02831,BLACK,,2700,86208,201907.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER WINDOW, POWER SIDE MIRRORS, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, FOG LIGHTS, ABS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, ROOF RAILS, POWER SEATS, POWER SUNROOF, HEATED /COOLED SEATS, 4WD",2019,TOYOTA PRADO
AUDI,Q5,N/A,00748,00748,BLACK,,2000,101150,201804.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, PADDLE SHIFTERS, ELECTRIC HANDBRAKE, POWER SEATS, DAYTIME RUNNING LED, ABS, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, 12V ADAPTOR, TRACTION CONTROL, LED HEADLIGHTS, RADIO, TYRE PRESSURE MONITOR, 5 SEATER, PUSH  TO START, POWER TAILGATE, CRUISE CONTROL, LEATHER SEATS, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 4 DOORS, HALF LEATHER SEATS, HEATED SEATS, REAR SEAT ARMREST, PARKING SENSORS, AWD, CLIMATE CONTROL SETTINGS",2018,AUDI Q5
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",21521,21521,WHITE,,1600,140180,201802.0,NAIROBI,0,"POWER STEERING, KEY START, ABS, CUP HOLDER, 12V ADAPTOR, FABRIC SEATS, VAN, 2 POWER WINDOWS, TRACTION CONTROL, MANUAL SEATS CONTROL, RADIO, 5 DOOR",2018,NISSAN NV200
TOYOTA,PROBOX,N/A,35897,35897,WHITE,,1300,214670,201804.0,KISUMU,0,,2018,TOYOTA PROBOX
HINO,DUTRO,N/A,05786,05786,WHITE,,4000,333599,201904.0,MOMBASA,0,"POWER WINDOW, POWER STEERING, PRE CRASH DETECTION ASSIST, ECO MODE, TRACTION CONTROL, LANE DEPARTURE WARNING SYSTEM (LDWS), FRIDGE, DOUBLE REAR TYRE, MANUAL SEATS CONTROL",2019,HINO DUTRO
TOYOTA,AXIO,N/A,80381,80381,SILVER,,1500,104215,201803.0,MOMBASA,0,,2018,TOYOTA AXIO
MAZDA,CAROL,N/A,31805,31805,SILVER,,660,71950,201904.0,NAIROBI,0,"POWER DOOR LOCKS, POWER WINDOW, POWER STEERING, KEY START, HEATED SEATS, FABRIC SEATS, MANUAL SEATS CONTROL, TRACTION CONTROL",2019,MAZDA CAROL
TOYOTA,FIELDER,N/A,77166,77166,WHITE,,1500,75821,201802.0,NAIROBI,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 DOOR, 5 SEATER, FABRIC SEATS, ECO MODE, HYBRID",2018,TOYOTA FIELDER
MERCEDEZ BENZ,S500,N/A,30377,30377,BLACK,,3000,48916,202105.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, AMG RIMS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, MEMORY SEATS, SIDE MIRROR INDICATORS, PARKING SENSORS & CAMERAS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), ABS, DRIVING MODE SELECTOR, 12V ADAPTOR, USB PORT, CUP HOLDER, AMBIENT LIGHTING, HEATED STEERING WHEEL, HEATED /COOLED SEATS, SUSPENSION CONTROL, MULTICOLOR AMBIENT LIGHTING, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, BURMESTER HIGH-END 3D SORROUND SYSTEM, LED HEADLIGHTS, TRACTION CONTROL, WIRELESS CHARGER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, SOFT DOOR CLOSE, LEATHER SEATS, POWER BOOT, REAR SEAT ARMREST WITH STORAGE, DRIVER'S ARMREST WITH STORAGE, DOUBLE SUNROOF, 4 DOORS, 4 SEATER, LUMBAR SUPPORT, FRONT AND REAR HEATED SEATS",2021,MERCEDEZ BENZ S500
LANDROVER,EVOQUE,N/A,90434,90434,WHITE,,2000,140190,201805.0,NAIROBI,0,"5 SEATER, ALLOY RIMS, Blind spot monitoring (BSM), CRUISE CONTROL, CUP HOLDER, KEYLESS ENTRY / EXIT, LEATHER SEATS, MEMORY SEATS, MOON ROOF, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER SEATS, PUSH  TO START, 360 DEGREES CAMERA, DIGITAL DISPLAY, POWER BOOT, POWER WINDOW, REAR SEAT ARMREST, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT, DRIVING MODE SELECTOR, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, DAYTIME RUNNING LED, LANE DEPARTURE WARNING SYSTEM (LDWS), ABS, POWER PANORAMIC SUNROOF",2018,LANDROVER EVOQUE
BMW,X3,N/A,25702,25702,BLUE,,2000,120006,201807.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, ELECTRIC HANDBRAKE, KEY START, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, POWER PANORAMIC SUNROOF, DIGITAL DISPLAY, LED HEADLIGHTS, TRACTION CONTROL, PUSH  TO START, 5 SEATER, CRUISE CONTROL, REVERSE CAMERA, LEATHER SEATS, 4 DOORS",2018,BMW X3
TOYOTA,TANK,N/A,09535,09535,BLUE,,1000,38205,201806.0,KISUMU,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, FABRIC SEATS, POWER SLIDING PASSENGER DOOR, MANUAL SEATS CONTROL, 5 SEATER, 4 DOORS",2018,TOYOTA TANK
MAZDA,CX-5,N/A,04333,04333,GREY,,2000,78750,201809.0,NAIROBI,0,,2018,MAZDA CX-5
NISSAN,CUBE,N/A,03027,03027,GREY,,1500,63526,201809.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, FOG LIGHTS, ABS, CUP HOLDER, 12V ADAPTOR, RADIO, TRACTION CONTROL, 5 SEATER, 5 DOOR, PUSH  TO START, FABRIC SEATS, ECO MODE",2018,NISSAN CUBE
TOYOTA,VOXY,N/A,58874,58874,PEARL,,1800,128504,201810.0,NAIROBI,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, DAYTIME RUNNING LED, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, USB PORT, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 DOOR, CRUISE CONTROL, MULTI FUNCTIONAL STEERING, FABRIC SEATS, 7 SEATER, POWER SLIDING PASSENGER DOOR, KEYLESS ENTRY / EXIT, FOG LIGHTS, ABS, WINDOW CURTAINS, HYBRID, ECO MODE, HEATED SEATS",2018,TOYOTA VOXY
TOYOTA,ALLION,N/A,13666,13666,PURPLE,,1800,113325,201912.0,KISUMU,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, 5 SEATER, MULTI FUNCTIONAL STEERING, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, XENON HEADLIGHTS, ECO MODE, 4 DOORS, DIGITAL INFOTAINMENT SYSTEM, REAR SEAT ARMREST, 1 ZONE CLIMATE CONTROL, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS, LANE DEPARTURE WARNING SYSTEM (LDWS), TRACTION CONTROL, PRE CRASH DETECTION ASSIST, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED",2019,TOYOTA ALLION
TOYOTA,C-HR,N/A,43795,43795,BLACK,,1800,94240,201808.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, REAR SPOILER, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, LANE DEPARTURE WARNING SYSTEM (LDWS), ABS, PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, CRUISE CONTROL, REVERSE CAMERA, LEATHER SEATS, HEATED SEATS, MANUAL SEATS CONTROL, HYBRID",2018,TOYOTA C-HR
TOYOTA,PREMIO,N/A,17422,17422,WHITE,,1500,99215,201904.0,KISUMU,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FABRIC SEATS, XENON HEADLIGHTS, ECO MODE, REVERSE CAMERA, 4 DOORS, REVERSE WARNING BUZZER, RADIO",2019,TOYOTA PREMIO
TOYOTA,ALLION,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09689,09689,SILVER,,1500,60630,201807.0,NAIROBI,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, 5 SEATER, MULTI FUNCTIONAL STEERING, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, XENON HEADLIGHTS, ECO MODE, 4 DOORS, DIGITAL INFOTAINMENT SYSTEM, REAR SEAT ARMREST, 1 ZONE CLIMATE CONTROL, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS, KEY START, TRACTION CONTROL",2018,TOYOTA ALLION
DAIHATSU,THOR,N/A,47178,47178,SILVER,,1000,135668,201903.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, PRE CRASH DETECTION ASSIST, PARKING SENSORS, TRACTION CONTROL, POWER SLIDING PASSENGER DOOR, PUSH  TO START",2019,DAIHATSU THOR
NISSAN,ADVAN,N/A,65842,65842,WHITE,,1500,249146,201902.0,KISUMU,0,"5 DOOR, 5 SEATER, RADIO, HALOGEN HEADLIGHTS, KEY START, POWER DOOR LOCKS, 2ND ROW BENCH SEAT, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, FABRIC SEATS",2019,NISSAN ADVAN
TOYOTA,HARRIER,N/A,27547,27547,BLACK,,2500,140258,202106.0,NAIROBI,0,"5 SEATER, ALLOY RIMS, CUP HOLDER, DRIVER'S ARMREST WITH STORAGE, ECO MODE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LEATHER SEATS, PARKING SENSORS & CAMERAS, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, POWER BOOT, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, 12V ADAPTOR, USB PORT, LED HEADLIGHTS, CRUISE CONTROL, 4 DOORS, HYBRID",2021,TOYOTA HARRIER
TOYOTA,FIELDER,N/A,07741,07741,BLACK,,1800,118510,201804.0,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, CRUISE CONTROL, KEYLESS ENTRY / EXIT, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 SEATER, PUSH  TO START, LEATHER SEATS, REVERSE CAMERA, ECO MODE, 4 DOORS",2018,TOYOTA FIELDER
TOYOTA,PROBOX,N/A,68225,68225,SILVER,,1500,208246,201910.0,NAIROBI,0,,2019,TOYOTA PROBOX
TOYOTA,ROOMY,N/A,67970,67970,BLACK,,1000,75219,201812.0,NAIROBI,0,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, AC CHARGER ADAPTER, CUP HOLDER, FABRIC SEATS, KEYLESS ENTRY / EXIT, MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, PUSH  TO START, RADIO, REAR POWER SLIDING DOOR (DRIVER SIDE), REVERSE CAMERA, USB PORT, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), TRACTION CONTROL, CRUISE CONTROL, POWER SLIDING PASSENGER DOOR",2018,TOYOTA ROOMY
MITSUBISHI FUSO,CANTER,N/A,73812,73812,WHITE,,3000,110641,201908.0,MOMBASA,0,,2019,MITSUBISHI FUSO CANTER
LANDROVER,DEFENDER,N/A,09852,09852,GREEN,,2000,72793,202102.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER STEERING, POWER WINDOW, POWER DOOR LOCKS, POWER SIDE MIRRORS, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, POWER SUNROOF, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, HEATED STEERING WHEEL, HEIGHT CONTROL, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, SIDE STEPS, 7 SEATER, CRUISE CONTROL, LEATHER SEATS, HEATED SEATS, MUD GUARD, DIGITAL INFOTAINMENT SYSTEM",2021,LANDROVER DEFENDER
MERCEDEZ BENZ,GLE43,N/A,46971,46971,BLACK,,3000,103295,201808.0,NAIROBI,0,"12V ADAPTOR, 360 DEGREES CAMERA, 5 SEATER, ACTIVE BRAKING SYSTEM, ALLOY RIMS, AWD, CLIMATE CONTROL SETTINGS, PRE CRASH DETECTION ASSIST, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, DUAL ZONE CLIMATE CONTROL, RADIO, ELECTRIC HANDBRAKE, FRONT & REAR CLIMATE CONTROL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PUSH  TO START, REAR SEAT ARMREST WITH STORAGE, SIDE MIRROR INDICATORS, SIDE STEPS, USB PORT, 4 DOORS, AMG RIMS, POWER PANORAMIC SUNROOF, SUSPENSION CONTROL, TRACTION CONTROL",2018,MERCEDEZ BENZ GLE43
TOYOTA,PRADO,N/A,83327,83327,PEARL,,2700,48075,,NAIROBI,0,,2018,TOYOTA PRADO
TOYOTA,MARKX,N/A,05871,05871,PEARL,,2500,73244,201803.0,KISUMU,0,"12V ADAPTOR, 5 SEATER, ACTIVE BRAKING SYSTEM, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, DRIVING MODE SELECTOR, ECO MODE, EYESIGHT SENSORS, FABRIC SEATS, MANUAL SEATS CONTROL, MULTI CLIMATE CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, RADIO, REVERSE CAMERA, SIDE MIRROR INDICATORS, USB PORTS, 4 DOORS, KEYLESS ENTRY / EXIT, ALLOY RIMS, FOG LIGHTS, ELECTRIC HANDBRAKE, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, LED HEADLIGHTS, TRACTION CONTROL, PUSH  TO START",2018,TOYOTA MARKX
HONDA,CIVIC,N/A,06210,06210,BLACK,,1500,99802,201804.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, ELECTRIC HANDBRAKE, DAYTIME RUNNING LED, FOG LIGHTS, REAR SPOILER, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), DUAL REAR EXHAUST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, LED HEADLIGHTS, RADIO, TRACTION CONTROL, 5 SEATER, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, REVERSE CAMERA, HEATED SEATS, 5 SPEED MANUAL TRANSMISSION",2018,HONDA CIVIC
KAWASAKI,NINJA,N/A,20806,20806,BLUE,,250,8052,202200.0,JAPAN,0,,2022,KAWASAKI NINJA
TOYOTA,PROBOX,N/A,58886,58886,WHITE,,1500,177247,201903.0,MOMBASA,0,,2019,TOYOTA PROBOX
TOYOTA,TANK,N/A,68856,68856,GREEN,,1000,7825,201803.0,KISUMU,0,,2018,TOYOTA TANK
MISTUBISHI,OUTLANDER,N/A,06576,06576,PEARL,,2000,129811,201804.0,KISUMU,0,,2018,MISTUBISHI OUTLANDER
TOYOTA,LANDCRUSIER,"{'grade_uuid': 'a07ed516-55f9-46fc-bc5c-e8c929d494dd', 'grade': 'GR'}",83534,83534,WHITE,,3440,13025,202305.0,NAIROBI,0,,2023,TOYOTA LANDCRUSIER
MAZDA,CX-8,N/A,07231,07231,GREY,,2200,125978,201802.0,NAIROBI,0,,2018,MAZDA CX-8
HONDA,VEZEL,N/A,05762,05762,BLACK,,1500,131688,201803.0,NAIROBI,0,,2018,HONDA VEZEL
TOYOTA,ALLION,N/A,04439,04439,PEARL,,1500,105863,201803.0,NAIROBI,0,,2018,TOYOTA ALLION
TOYOTA,HILUX,N/A,02444,02444,BLACK,,2400,26072,201804.0,MOMBASA,0,"4 SEATER, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DOWNHILL ASSIST CONTROL, DRIVER'S ARMREST WITH STORAGE, FOG LIGHTS, MANUAL SEATS CONTROL, MUD GUARD, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL, SIDE STEPS, 4WD, 4 DOORS, POWER STEERING, POWER WINDOW, POWER SIDE MIRRORS, POWER DOOR LOCKS, KEYLESS ENTRY / EXIT, DAYTIME RUNNING LED, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, ABS, 12V ADAPTOR, LEATHER SEATS",2018,TOYOTA HILUX
TOYOTA,TANK,N/A,08023,08023,BLACK,,1000,72580,201806.0,NAIROBI,0,,2018,TOYOTA TANK
TOYOTA,AXIO,N/A,50027,50027,WHITE,,1500,68200,201803.0,JAPAN,0,,2018,TOYOTA AXIO
TOYOTA,PREMIO,N/A,35360,35360,PEARL,,1800,127709,201811.0,KISUMU,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, 5 SEATER, MULTI FUNCTIONAL STEERING, FABRIC SEATS, XENON HEADLIGHTS, REVERSE CAMERA, 4 DOORS, REVERSE WARNING BUZZER, KEYLESS ENTRY / EXIT, FOG LIGHTS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, TRACTION CONTROL, PUSH  TO START",2018,TOYOTA PREMIO
TOYOTA,FIELDER,N/A,51690,51690,PEARL,,1500,112216,201703.0,KISUMU,0,,2017,TOYOTA FIELDER
NISSAN,ADVAN,N/A,47956,47956,WHITE,,1500,214486,201802.0,MOMBASA,0,"5 DOOR, 5 SEATER, DUAL ZONE CLIMATE CONTROL, RADIO, HALOGEN HEADLIGHTS, KEY START, POWER DOOR LOCKS, 2ND ROW BENCH SEAT, ABS",2018,NISSAN ADVAN
TOYOTA,SUCCEED,N/A,54081,54081,PURPLE,,1500,127304,201809.0,NAIROBI,0,,2018,TOYOTA SUCCEED
SUZUKI,ALTO,N/A,89792,89792,IVORY,,660,32522,201807.0,NAIROBI,0,,2018,SUZUKI ALTO
TOYOTA,TANK,N/A,83137,83137,BLUE,,1000,46449,201804.0,KISUMU,0,,2018,TOYOTA TANK
TOYOTA,PREMIO,N/A,21585,21585,WINE,,1500,40055,201908.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FABRIC SEATS, XENON HEADLIGHTS, ECO MODE, REVERSE CAMERA, 4 DOORS, REVERSE WARNING BUZZER",2019,TOYOTA PREMIO
TOYOTA,AXIO,N/A,26891,26891,WHITE,,1500,104237,201912.0,KISUMU,0,,2019,TOYOTA AXIO
TOYOTA,PRADO,N/A,84652,84652,PEARL,,2700,63213,201802.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER WINDOW, POWER SIDE MIRRORS, POWER STEERING, ALLOY RIMS, DAYTIME RUNNING LED, FOG LIGHTS, ABS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, XENON HEADLIGHTS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER, RADIO, LEATHER SEATS",2018,TOYOTA PRADO
TOYOTA,SIENTA,N/A,40679,40679,GREEN,,1500,49890,201801.0,NAIROBI,0,,2018,TOYOTA SIENTA
TOYOTA,TANK,N/A,57098,57098,BLACK,,1000,184095,201802.0,NAIROBI,0,,2018,TOYOTA TANK
SUBARU,SAMBAR,N/A,05799,05799,WHITE&BLUE,,660,126147,201904.0,MOMBASA,0,"POWER STEERING, ABS, 5 SPEED MANUAL TRANSMISSION, MANUAL SEATS CONTROL",2019,SUBARU SAMBAR
TOYOTA,SUPRA,N/A,24613,24613,BLACK,,2990,19183,,MOMBASA,0,,2019,TOYOTA SUPRA
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",08066,08066,BLACK,,2000,89040,202007.0,KISUMU,0,"5 SEATER, ALLOY RIMS, CUP HOLDER, DRIVER'S ARMREST WITH STORAGE, DUAL A/C, ECO MODE, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LEATHER SEATS, PARKING SENSORS & CAMERAS, PUSH  TO START, RADIO, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, POWER STEERING, POWER WINDOW, POWER SIDE MIRRORS, POWER DOOR LOCKS, POWER BOOT, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, DRIVING MODE SELECTOR, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST",2020,TOYOTA HARRIER
TOYOTA,TANK,N/A,65276,65276,BROWN,,1000,99873,201905.0,NAIROBI,0,,2019,TOYOTA TANK
