MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",21561,21561,WHITE,,1500,143617,202007.0,JAPAN,0,,2020,TOYOTA PROBOX
AUDI,Q7,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",14730,14730,BLACK,,2000,94847,201909.0,JAPAN,0,,2019,AUDI Q7
MAZDA,CX-5,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",12003,12003,BROWN,,2200,94688,202010.0,JAPAN,0,,2020,MAZDA CX-5
TOYOTA,HILUX,N/A,81743,81743,SILVER,,2400,44808,201809.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",75775,75775,WHITE,,2400,94098,201805.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,N/A,72273,72273,SILVER,,2400,57386,201803.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",74795,74795,GREY,,2400,77362,201805.0,KISUMU,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",72165,72165,GREY,,400,52066,201803.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,N/A,80284,80284,GREY,,2400,70651,201808.0,NAIROBI,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,N/A,72059,72059,WHITE,,2400,76142,201803.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,N/A,74502,74502,SILVER,,2400,63391,,NAIROBI,0,,2018,TOYOTA HILUX
TOYOTA,AXIO,N/A,20170,20170,BLACK,,1500,115485,201907.0,NAIROBI,0,,2019,TOYOTA AXIO
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",03006,03006,WHITE,,2800,0,,MOMBASA,0,,2018,TOYOTA PRADO
TOYOTA,LANDCRUSIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",66213,66213,WHITE,,4500,0,,MOMBASA,0,,2018,TOYOTA LANDCRUSIER
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",15052,15052,BLACK,,2800,0,,MOMBASA,0,,2018,TOYOTA HILUX
MERCEDEZ BENZ,G350D,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",91629,91629,WHITE,,2980,95925,201803.0,MOMBASA,0,,2018,MERCEDEZ BENZ G350D
HONDA,VEZEL,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",44858,44858,BLACK,,1500,89710,201905.0,,0,,2019,HONDA VEZEL
HONDA,SHUTTLE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",21009,21009,SILVER,,1500,127405,202011.0,,0,,2020,HONDA SHUTTLE
HONDA,FIT,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",06696,06696,SILVER,,1500,101569,202003.0,,0,,2020,HONDA FIT
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",62470,62470,SILVER,,1600,86309,202011.0,,0,,2020,NISSAN NV200
NISSAN,NV200,N/A,38840,38840,SILVER,,1600,87328,201907.0,JAPAN,0,,2019,NISSAN NV200
BMW,M340i,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",71143,71143,BLACK,,3000,73865,202003.0,JAPAN,0,,2020,BMW M340i
BMW,X2,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",17475,17475,BLUE,,2000,78850,201902.0,JAPAN,0,,2019,BMW X2
TOYOTA,ROOMY,N/A,44810,44810,SILVER,,1000,32580,201908.0,JAPAN,0,,2019,TOYOTA ROOMY
TOYOTA,RAV4,N/A,01637,01637,BLACK,,2000,63623,201900.0,JAPAN,0,,2019,TOYOTA RAV4
TOYOTA,RAV4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",01452,01452,PEARL,,2500,61223,201904.0,,0,,2019,TOYOTA RAV4
MAZDA,DEMIO,N/A,25067,25067,SILVER,,1500,27450,201906.0,JAPAN,0,,2019,MAZDA DEMIO
TOYOTA,SUCCEED,N/A,19711,19711,WHITE,,1500,90257,202005.0,JAPAN,0,,2020,TOYOTA SUCCEED
TOYOTA,SUCCEED,N/A,08705,08705,SILVER,,1500,106577,201906.0,JAPAN,0,,2019,TOYOTA SUCCEED
TOYOTA,PROBOX,N/A,82181,82181,SILVER,,1500,146236,202012.0,JAPAN,0,,2020,TOYOTA PROBOX
TOYOTA,ALPHARD,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",65549,65549,BLACK,,2500,98221,201908.0,,0,,2019,TOYOTA ALPHARD
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",18362,18362,PEARL,,1500,105387,201910.0,,0,,2019,TOYOTA VITZ
TOYOTA,RAV4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",01763,01763,BLACK,,2500,131741,201907.0,,0,,2019,TOYOTA RAV4
TOYOTA,HILUX,N/A,36174,36174,BLACK,,2400,14153,202206.0,JAPAN,0,,2022,TOYOTA HILUX
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",67183,67183,SILVER,,2000,56773,201901.0,,0,,2019,TOYOTA HARRIER
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09692,09692,BLACK,,2800,80904,202009.0,,0,,2020,TOYOTA PRADO
TOYOTA,HILUX,N/A,09060,09060,WHITE,,2400,13062,201912.0,JAPAN,0,,2019,TOYOTA HILUX
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",47678,47678,BLACK,,2800,83422,202002.0,,0,,2020,TOYOTA PRADO
TOYOTA,ESQUIRE,N/A,31256,31256,WINE,,2000,96250,201900.0,JAPAN,0,,2019,TOYOTA ESQUIRE
SUZUKI,WAGON R,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",97470,97470,BLACK,,660,98586,201907.0,,0,,2019,SUZUKI WAGON R
LANDROVER,RANGE ROVER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",00864,00864,GREY,,2000,89188,201908.0,,0,,2019,LANDROVER RANGE ROVER
VOLKSWAGEN,T-ROC,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",59899,59899,PEARL,,2000,53130,202011.0,JAPAN,0,,2020,VOLKSWAGEN T-ROC
VOLKSWAGEN,ARTEON,N/A,06339,06339,BLUE,,2000,72470,201912.0,JAPAN,0,,2019,VOLKSWAGEN ARTEON
ISUZU,ELF,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",87609,87609,WHITE,,3000,532214,201904.0,,0,,2019,ISUZU ELF
NISSAN,NOTE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",59581,59581,PEARL,,1200,70109,201904.0,JAPAN,0,,2019,NISSAN NOTE
HONDA,VEZEL,N/A,42486,42486,BLACK,,1500,117378,201906.0,JAPAN,0,,2019,HONDA VEZEL
NISSAN,SERENA,N/A,50557,50557,PEARL,,2000,112741,201912.0,JAPAN,0,,2019,NISSAN SERENA
LEXUS,NX300,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",24280,24280,PEARL,,2000,97277,201909.0,JAPAN,0,,2019,LEXUS NX300
SUBARU,FORESTER,N/A,15861,15861,BLACK,,2000,100130,201904.0,JAPAN,0,,2019,SUBARU FORESTER
TOYOTA,VITZ,N/A,05709,05709,BROWN,,1000,98306,201901.0,JAPAN,0,,2019,TOYOTA VITZ
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",36523,36523,WHITE,,1500,74722,201911.0,,0,,2019,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",26763,26763,SILVER,,1500,74782,202011.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",52017,52017,WHITE,,1500,158854,202011.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",51354,51354,SILVER,,1500,109006,202010.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",02542,02542,WHITE,,1500,110815,201903.0,,0,,2019,TOYOTA PROBOX
TOYOTA,PROBOX,N/A,51649,51649,WHITE,,1500,80890,202011.0,JAPAN,0,,2020,TOYOTA PROBOX
SUZUKI,ALTO,N/A,08274,08274,BLUE,,660,93641,201903.0,JAPAN,0,,2019,SUZUKI ALTO
MERCEDEZ BENZ,C43,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",87350,87350,PEARL,,3000,77900,201905.0,JAPAN,0,,2019,MERCEDEZ BENZ C43
BMW,X4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",17992,17992,BLACK,,3000,76186,201903.0,JAPAN,0,,2019,BMW X4
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",35280,35280,SILVER,,1500,97558,202008.0,JAPAN,0,,2020,TOYOTA FIELDER
MERCEDEZ BENZ,C200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",25976,25976,GREY,,1500,27109,201912.0,JAPAN,0,,2019,MERCEDEZ BENZ C200
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",14322,14322,SILVER,,1500,120800,201911.0,JAPAN,0,,2019,TOYOTA PROBOX
MERCEDEZ BENZ,B200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",77376,77376,WHITE,,2000,74785,201911.0,,0,,2019,MERCEDEZ BENZ B200
NISSAN,MARCH,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",83988,83988,WHITE,,1200,67242,201904.0,,0,,2019,NISSAN MARCH
BMW,X6,N/A,67266,67266,GREEN,,3000,44043,202002.0,,0,,2020,BMW X6
MERCEDEZ BENZ,B180,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",65700,65700,WHITE,,1400,84100,201912.0,,0,,2019,MERCEDEZ BENZ B180
TOYOTA,PREMIO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",21684,21684,WINE,,1500,31780,201908.0,,0,,2019,TOYOTA PREMIO
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",12109,12109,BLACK,,2400,96251,201908.0,,0,,2019,TOYOTA HILUX
TOYOTA,VOXY,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",19845,19845,PEARL,,2000,95090,201904.0,,0,,2019,TOYOTA VOXY
MAZDA,MAZDA2,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",24892,24892,SILVER,,1500,7440,202011.0,,0,,2020,MAZDA MAZDA2
TOYOTA,PROBOX,N/A,39864,39864,BLACK,,1500,83964,202001.0,JAPAN,0,,2020,TOYOTA PROBOX
TOYOTA,VOXY,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",44646,44646,PEARL,,2000,75040,201907.0,,0,,2019,TOYOTA VOXY
TOYOTA,NOAH,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09073,09073,BLACK,,2000,100817,201903.0,,0,,2019,TOYOTA NOAH
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",75009,75009,SILVER,,1500,121628,201911.0,,0,,2019,TOYOTA FIELDER
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",17287,17287,BLACK,,2400,53111,202009.0,,0,,2020,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",13760,13760,BLACK,,2400,71151,201911.0,,0,,2019,TOYOTA HILUX
TOYOTA,LANDCRUSIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",83946,83946,BLACK,,4600,74985,201903.0,,0,,2019,TOYOTA LANDCRUSIER
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09578,09578,BLACK,,2400,76188,201903.0,,0,,2019,TOYOTA HILUX
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",73463,73463,PEARL,,2000,50370,201903.0,,0,,2019,TOYOTA HARRIER
TOYOTA,YARIS,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",32708,32708,PEARL,,1500,102146,202010.0,,0,,2020,TOYOTA YARIS
TOYOTA,HILUX,"{'grade_uuid': 'a701eb19-625d-44d8-ae9f-eca6fbfb2e8e', 'grade': 'SR5'}",11323,11323,WHITE,,2800,0,,NAIROBI,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09647,09647,GREY,,2800,0,,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'a701eb19-625d-44d8-ae9f-eca6fbfb2e8e', 'grade': 'SR5'}",17014,17014,BLUE,,2800,0,,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'b16b9ba4-5a97-4a86-bd68-38c2827b740f', 'grade': 'GR'}",11646,11646,WHITE,,2800,0,,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,HILUX,N/A,28514,28514,BRONZ,,2800,0,,,0,,2018,TOYOTA HILUX
TOYOTA,HARRIER,N/A,89512,89512,BLACK,,2000,66309,201912.0,MOMBASA,0,,2019,TOYOTA HARRIER
MITSUBISHI FUSO,CANTER,N/A,62370,62370,WHITE,,3000,469578,201904.0,JAPAN,0,,2019,MITSUBISHI FUSO CANTER
MITSUBISHI FUSO,CANTER,N/A,73335,73335,WHITE,,3000,342414,201909.0,JAPAN,0,,2019,MITSUBISHI FUSO CANTER
HONDA,FREED,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",11453,11453,GREY,,1500,121810,201907.0,,0,,2019,HONDA FREED
HONDA,VEZEL,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",40570,40570,BLACK,,1500,84911,201904.0,,0,,2019,HONDA VEZEL
HONDA,FIT,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",54366,54366,WHITE,,1500,104662,201912.0,,0,,2019,HONDA FIT
TOYOTA,VITZ,N/A,06488,06488,PEARL,,1500,75438,201902.0,JAPAN,0,,2019,TOYOTA VITZ
MERCEDEZ BENZ,GLE400,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",85573,85573,GREY,,3000,92000,202104.0,,0,,2021,MERCEDEZ BENZ GLE400
TOYOTA,AQUA,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",34222,34222,BLACK,,1500,95995,201906.0,,0,,2019,TOYOTA AQUA
SUZUKI,SWIFT,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",39204,39204,PEARL,,1200,64317,202001.0,,0,,2020,SUZUKI SWIFT
SUBARU,IMPREZA,N/A,06988,06988,SILVER,,1600,20225,201907.0,JAPAN,0,,2019,SUBARU IMPREZA
TOYOTA,ALPHARD,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",55007,55007,BLACK,,2500,81031,201905.0,,0,,2019,TOYOTA ALPHARD
BMW,220I,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",71288,71288,WHITE,,2000,28700,201901.0,,0,,2019,BMW 220I
MERCEDEZ BENZ,GLA45,N/A,21163,21163,BLACK,,2000,78493,201909.0,JAPAN,0,,2019,MERCEDEZ BENZ GLA45
MAZDA,MAZDA2,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",23040,23040,SILVER,,1500,102476,202011.0,,0,,2020,MAZDA MAZDA2
TOYOTA,HIACE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",37861,37861,SILVER,,2000,104700,201901.0,,0,,2019,TOYOTA HIACE
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",19359,19359,WHITE,,1500,119080,201901.0,,0,,2019,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",06568,06568,GREEN,,1500,90689,201905.0,,0,,2019,TOYOTA PROBOX
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",78983,78983,BLACK,,1500,120490,202006.0,,0,,2020,TOYOTA FIELDER
TOYOTA,PROBOX,N/A,47864,47864,WHITE,,1500,112400,202008.0,JAPAN,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",47770,47770,WHITE,,1500,113350,202008.0,,0,,2020,TOYOTA PROBOX
SUZUKI,WAGON R,N/A,30922,30922,PEARL,,660,95348,201903.0,JAPAN,0,,2019,SUZUKI WAGON R
TOYOTA,C-HR,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",89112,89112,BLACK,,1800,80851,201907.0,,0,,2019,TOYOTA C-HR
HONDA,SHUTTLE,N/A,07992,07992,PEARL,,1500,144621,201909.0,JAPAN,0,,2019,HONDA SHUTTLE
VOLKSWAGEN,ARTEON,N/A,31338,31338,SILVER,,2000,26843,201910.0,JAPAN,0,,2019,VOLKSWAGEN ARTEON
HONDA,FREED,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",15796,15796,PEARL,,1500,152552,201901.0,,0,,2019,HONDA FREED
LEXUS,NX300,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",22054,22054,PEARL,,2000,84031,201902.0,,0,,2019,LEXUS NX300
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",10658,10658,BLACK,,1500,101133,201907.0,,0,,2019,TOYOTA FIELDER
MERCEDEZ BENZ,GLE400,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",28936,28936,BLACK,,3000,32444,201910.0,,0,,2019,MERCEDEZ BENZ GLE400
TOYOTA,FIELDER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",31599,31599,WHITE,,1500,137023,202005.0,,0,,2020,TOYOTA FIELDER
SUZUKI,ALTO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",60778,60778,WHITE,,660,64687,202011.0,,0,,2020,SUZUKI ALTO
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",33075,33075,BLACK,,1000,47000,201903.0,,0,,2019,TOYOTA PASSO
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",39214,39214,SILVER,,1000,15087,201908.0,,0,,2019,TOYOTA PASSO
MAZDA,CX-8,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",15493,15493,BLACK,,2200,103893,201908.0,,0,,2019,MAZDA CX-8
BMW,X4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",41996,41996,BLUE,,2000,54074,201904.0,,0,,2019,BMW X4
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",14906,14906,BLACK,,2400,96800,202001.0,,0,,2020,TOYOTA HILUX
LANDROVER,RANGE ROVER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",25354,25354,GOLD,,4400,29453,202212.0,,0,,2022,LANDROVER RANGE ROVER
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",12645,12645,WHITE,,2400,74963,201909.0,,0,,2019,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",13006,13006,SILVER,,2400,93580,201909.0,,0,,2019,TOYOTA HILUX
TOYOTA,HILUX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",18289,18289,BLACK,,2400,73261,202012.0,,0,,2020,TOYOTA HILUX
TOYOTA,PRADO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",03785,03785,PEARL,,2700,79662,201908.0,,0,,2019,TOYOTA PRADO
TOYOTA,HIACE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09596,09596,WHITE,,2000,135745,201911.0,,0,,2019,TOYOTA HIACE
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",22535,22535,WHITE,,1500,106800,202008.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",50641,50641,WHITE,,1500,101171,202011.0,,0,,2020,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",34859,34859,WHITE,,1500,75326,201911.0,,0,,2019,TOYOTA PROBOX
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",49565,49565,SILVER,,1500,86127,202010.0,,0,,2020,TOYOTA PROBOX
JEEP,WRANGLER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",80451,80451,GREY,,3600,86279,201911.0,,0,,2019,JEEP WRANGLER
BMW,Z4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",16292,16292,WINE,,2000,127096,201904.0,,0,,2019,BMW Z4
TOYOTA,TANK,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",85785,85785,PEARL,,1000,110226,201902.0,,0,,2019,TOYOTA TANK
BMW,M440i,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",98966,98966,BLACK,,3000,48765,202102.0,,0,,2021,BMW M440i
BMW,740D,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",54724,54724,BLACK,,3000,66671,201909.0,,0,,2019,BMW 740D
SUZUKI,SOLIO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",50663,50663,SILVER,,1200,141989,201900.0,,0,,2019,SUZUKI SOLIO
LANDROVER,RANGE ROVER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",48748,48748,BLUE,,4400,16763,202304.0,,0,,2023,LANDROVER RANGE ROVER
LANDROVER,RANGE ROVER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",84538,84538,PEARL,,3000,78512,201909.0,,0,,2019,LANDROVER RANGE ROVER
AUDI,Q2,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",01406,01406,BLUE,,1000,60450,201901.0,,0,,2019,AUDI Q2
MERCEDEZ BENZ,GLE53,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",67952,67952,PEARL,,3000,85101,202104.0,,0,,2021,MERCEDEZ BENZ GLE53
SUBARU,FORESTER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",35306,35306,SILVER,,2000,85706,201912.0,,0,,2019,SUBARU FORESTER
TOYOTA,SIENTA,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",34543,34543,PEARL,,1500,94372,201912.0,,0,,2019,TOYOTA SIENTA
MAZDA,MAZDA2,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",19577,19577,SILVER,,1500,54067,202008.0,JAPAN,0,,2020,MAZDA MAZDA2
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",72924,72924,BEIGE,,1000,4556,202009.0,,0,,2020,TOYOTA PASSO
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",29220,29220,PEARL,,1000,126788,201912.0,,0,,2019,TOYOTA VITZ
